"Package","Dataset","Description"
"vcd","Hitters","Hitters Data"
"vcd","HorseKicks","Death by Horse Kicks"
"vcd","Hospital","Hospital data"
"vcd","JobSatisfaction","Job Satisfaction Data"
"vcd","JointSports","Opinions About Joint Sports"
"vcd","Lifeboats","Lifeboats on the Titanic"
"vcd","MSPatients","Diagnosis of Multiple Sclerosis"
"vcd","NonResponse","Non-Response Survey Data"
"vcd","OvaryCancer","Ovary Cancer Data"
"vcd","PreSex","Pre-marital Sex and Divorce"
"vcd","Punishment","Corporal Punishment Data"
"vcd","RepVict","Repeat Victimization Data"
"vcd","Rochdale","Rochdale Data"
"vcd","Saxony","Families in Saxony"
"vcd","SexualFun","Sex is Fun"
"vcd","SpaceShuttle","Space Shuttle O-ring Failures"
"vcd","Suicide","Suicide Rates in Germany"
"vcd","Trucks","Truck Accidents Data"
"vcd","UKSoccer","UK Soccer Scores"
"vcd","VisualAcuity","Visual Acuity in Left and Right Eyes"
"vcd","VonBort","Von Bortkiewicz Horse Kicks Data"
"vcd","WeldonDice","Weldon's Dice Data"
"vcd","WomenQueue","Women in Queues"
"VIM","Animals_na","Animals_na"
"VIM","SBS5242","Synthetic subset of the Austrian structural business statistics data"
"VIM","bcancer","Breast cancer Wisconsin data set"
"VIM","brittleness","Brittleness index data set"
"VIM","chorizonDL","C-horizon of the Kola data with missing values"
"VIM","colic","Colic horse data set"
"VIM","collisions","Subset of the collision data"
"VIM","diabetes","Indian Prime Diabetes Data"
"VIM","food","Food consumption"
"VIM","kola.background","Background map for the Kola project data"
"VIM","pulplignin","Pulp lignin content"
"VIM","sleep","Mammal sleep data"
"VIM","tao","Tropical Atmosphere Ocean (TAO) project data"
"VIM","testdata","Simulated data set for testing purpose"
"VIM","toydataMiss","Simulated toy data set for examples"
"VIM","wine","Wine tasting and price"
"viridis","unemp","USA Unemployment in 2009"
"visdat","dat_bin","A small toy dataset of binary data with missings."
"visdat","typical_data","A small toy dataset of imaginary people"
"visdat","typical_data_large","A small toy dataset of imaginary people"
"vsn","kidney","Intensity data for one cDNA slide with two adjacent tissue samples from a nephrectomy (kidney)"
"vsn","lymphoma","Intensity data for 8 cDNA slides with CLL and DLBL samples from the Alizadeh et al. paper in Nature 2000"
"wk","wk_example_wkt","Create example geometry objects"
"wk","wk_proj_crs_json","Common CRS Representations"
"wk","wk_proj_crs_view","Common CRS Representations"
"workflowsets","chi_features_res (chi_features_set)","Chicago Features Example Data"
"workflowsets","chi_features_set","Chicago Features Example Data"
"workflowsets","two_class_res (two_class_set)","Two Class Example Data"
"workflowsets","two_class_set","Two Class Example Data"
"xcms","faahko_sub","Data container storing xcms preprocessing results"
"xcms","xdata","LC-MS preprocessing result test data"
"xtable","tli","Math scores from Texas Assessment of Academic Skills (TAAS)"
"xts","sample_matrix","Sample Data Matrix For xts Example and Unit Testing"
"yardstick","hpc_cv","Multiclass Probability Predictions"
"yardstick","lung_surv","Survival Analysis Results"
"yardstick","pathology","Liver Pathology Data"
"yardstick","solubility_test","Solubility Predictions from MARS Model"
"yardstick","two_class_example","Two Class Predictions"
