"","Id","AgeReviewer","GenderReviewer","RevRating","RevType","RevLen","WordCount","AvgWordLen","SentiG2","SentiG3","SentiGPol","SentiGSub","SentiR2","SentiR3","SentiRPol","App","AppCat","nReviews","nInstalls","ContRating","lRevLen","AppRating"
"653",1350,NA,NA,4.2,"Long",134,26,3.03644793123947,"Negative","Neutral",-0.0750380913332913,0.641310506561135,"Negative","Negative",-0.140042645773014,"Cat Sim Online Play with Cats","FAMILY",10065,"5000000+","Mature",4.90527477843843,4.56
"657",387,21,"Male",4.4,"Short",59,13,3.23227372914286,"Negative","Negative",-0.481374783771404,0.57974053516928,"Negative","Negative",-1,"Battlelands Royale","GAME",1394,"1000000+","Mature",4.0943445622221,4.61
"658",1346,NA,NA,4.34,"Long",114,18,3.19406294445185,"Negative","Neutral",-0.00615533820793767,0.609884109297006,"Negative","Neutral",-0.420645255996759,"Cat Sim Online Play with Cats","FAMILY",10014,"5000000+","Mature",4.74493212836325,4.56
"663",1331,NA,NA,4.61,"Long",145,16,3.54110227527755,"Negative","Negative",0.440141099154063,0.447269958327609,"Negative","Negative",-0.305621971650474,"Cat Sim Online Play with Cats","FAMILY",9740,"5000000+","Mature",4.98360662170834,4.56
"664",1320,NA,NA,4.25,"Long",93,15,3.25961053203291,"Negative","Negative",-0.153682903236778,0.348409995338446,"Negative","Negative",-0.381349714618394,"Cat Sim Online Play with Cats","FAMILY",9637,"5000000+","Mature",4.54329478227,4.56
"668",892,NA,NA,4.37,"Long",246,41,3.03528305234068,"Negative","Negative",-0.0484603000087477,0.533129145399025,"Negative","Negative",-0.212386205594905,"Guns of Glory","GAME",4724,"10000000+","Mature",5.50938833662798,4.73
"674",965,NA,NA,4.5,"Short",52,9,3.5901081517,"Negative","Negative",-0.769743673788423,0.46833864416867,"Negative","Negative",0.661507292053328,"Fuzzy Seasons Animal Forest","FAMILY",4809,"100000+","Mature",3.97029191355212,4.42
"675",3787,43,"Female",4.31,"Short",28,6,3.63038258657391,"Negative","Negative",0.0154018164609299,0.429634487590305,"Positive","Neutral",-0.024593955359815,"Dragon Hills","GAME",156387,"10000000+","Mature",3.36729582998647,4.45
"678",1325,NA,NA,4.43,"Long",71,15,3.33418197513933,"Negative","Negative",-0.336474276066543,0.470535580972088,"Negative","Negative",-0.478023909755183,"Cat Sim Online Play with Cats","FAMILY",9705,"5000000+","Mature",4.27666611901606,4.56
"680",355,NA,NA,4.38,"Short",59,11,3.16977046633333,"Negative","Negative",0.665127390908116,0.518663254470497,"Negative","Negative",-0.101073209647961,"Battlelands Royale","GAME",1230,"1000000+","Mature",4.0943445622221,4.61
"682",392,NA,NA,4.51,"Short",73,12,3.33838335845057,"Negative","Negative",0.283023120852267,0.516555902747387,"Negative","Negative",0.19036665575884,"Battlelands Royale","GAME",1411,"1000000+","Mature",4.30406509320417,4.61
"702",2840,NA,NA,4.42,"Short",32,6,3.97872851988571,"Negative","Negative",0.585242589980442,0.302971184279101,"Negative","Neutral",-0.0948003598316342,"Clash Royale","FAMILY",75745,"100000000+","Mature",3.49650756146648,4.47
"710",373,53,"Male",4.45,"Short",63,12,3.42653026986667,"Negative","Negative",0.342771501667635,0.5404931878197,"Negative","Negative",-0.438033697650587,"Battlelands Royale","GAME",1313,"1000000+","Mature",4.15888308335967,4.61
"713",396,NA,NA,4.36,"Short",73,12,3.42866744284324,"Negative","Negative",-0.173545126759438,0.428643566349991,"Negative","Negative",-0.0498259698360578,"Battlelands Royale","GAME",1419,"1000000+","Mature",4.30406509320417,4.61
"714",895,NA,NA,4.39,"Long",185,31,2.93811149291183,"Negative","Negative",0.0952911665350139,0.552812751017437,"Negative","Negative",0.492559168127419,"Guns of Glory","GAME",4744,"10000000+","Mature",5.2257466737132,4.73
"745",6199,NA,NA,4.45,"Short",55,9,3.648954092,"Positive","Positive",0.0431348455581273,0.466001424479632,"Positive","Positive",0.0571524377587042,"Hinge Dating Relationships","DATING",4695109,"500000+","Everyone 10+",4.02535169073515,4.58
"753",2356,62,"Male",4.44,"Short",33,5,3.95568952758182,"Positive","Neutral",0.212540198972901,0.345206807500245,"Negative","Neutral",0.0934526453587005,"BLK Swipe Match Chat","DATING",27197,"100000+","Everyone 10+",3.52636052461616,4.55
"759",2586,NA,NA,4.39,"Short",28,6,3.76072241918049,"Negative","Negative",-0.1423383750912,0.438024629220474,"Negative","Neutral",0.0838159889365064,"Gay Sugar Daddy Dating Hookup ?Sudy Gay","DATING",35836,"100000+","Everyone 10+",3.36729582998647,4.44
"760",6207,NA,NA,4.39,"Short",71,12,3.50699135447887,"Positive","Positive",0.20405902880221,0.566443033650917,"Positive","Positive",-0.327878916556415,"Hinge Dating Relationships","DATING",4795836,"500000+","Everyone 10+",4.27666611901606,4.58
"763",6674,NA,NA,4.23,"Long",155,20,3.21181872145161,"Positive","Positive",0.0856434240740493,0.746700813874097,"Positive","Positive",0.512631983117796,"Free Dating App YoCutie Flirt Chat Meet","DATING",781315905,"1000000+","Everyone 10+",5.04985600724954,4.47
"765",1255,NA,NA,4.42,"Short",2,3,4.42691431067619,"Negative","Negative",0.00408603307398604,0.550513464901672,"Negative","Negative",-0.150507811573418,"Dating for 50 plus Mature Singles ?FINALLY","DATING",7933,"500000+","Everyone 10+",1.09861228866811,4.48
"777",2350,NA,NA,4.41,"Short",34,5,4.22558456452432,"Negative","Negative",0.445483220898707,0.397932188959833,"Negative","Neutral",0.147522593539043,"BLK Swipe Match Chat","DATING",26950,"100000+","Everyone 10+",3.55534806148941,4.55
"778",5635,NA,NA,4.23,"Short",75,10,3.80399301033333,"Positive","Neutral",-0.381176406177096,0.386087036124164,"Positive","Positive",-0.0106441880180455,"Free Dating App Flirt Chat Cheers","DATING",1164614,"10000+","Everyone 10+",4.33073334028633,4.61
"781",2303,NA,NA,4.48,"Long",232,35,3.05560141760816,"Negative","Negative",-0.325586442866651,0.537130714327088,"Negative","Neutral",-0.228288103489012,"BeWild Free Dating Chat App","DATING",25352,"100000+","Everyone 10+",5.4510384535657,4.66
"785",2991,16,"Male",4.38,"Long",349,50,3.0578827180619,"Negative","Negative",-0.0681905140485582,0.790484893060119,"Negative","Neutral",0.530567226036437,"Hitwe meet people and chat","DATING",70362,"10000000+","Everyone 10+",5.85793315448346,4.39
"793",2345,NA,NA,4.38,"Short",60,11,3.5408233537641,"Negative","Negative",0.164659287412474,0.472401947990751,"Negative","Neutral",-0.237172583032395,"BLK Swipe Match Chat","DATING",26841,"100000+","Everyone 10+",4.11087386417331,4.55
"795",5630,NA,NA,4.38,"Short",80,14,3.241288119325,"Positive","Neutral",0.127617086325791,0.49830979042267,"Positive","Positive",-0.125125889351294,"Free Dating App Flirt Chat Cheers","DATING",1153950,"10000+","Everyone 10+",4.39444915467244,4.61
"799",664,NA,NA,4.43,"Short",64,9,3.53164380649231,"Negative","Negative",0.579037620841014,0.473922913590868,"Negative","Negative",-0.0558077405829975,"Free Dating Hook Up Messenger","DATING",2322,"100000+","Everyone 10+",4.17438726989564,4.58
"801",654,NA,NA,4.46,"Short",60,8,3.82707622578776,"Negative","Negative",-0.239728478487629,0.447446557336332,"Negative","Negative",0.492483671154508,"Free Dating Hook Up Messenger","DATING",2288,"100000+","Everyone 10+",4.11087386417331,4.58
"817",2240,53,"Male",4.45,"Short",56,11,3.70582972798919,"Negative","Neutral",0.599421941261619,0.417643101189488,"Negative","Neutral",0.238708093851539,"Herpes Positive Singles Dating","DATING",21031,"10000+","Everyone 10+",4.04305126783455,4.45
"819",3572,NA,NA,4.64,"Long",108,16,3.4266867851,"Negative","Negative",-0.228844027577736,0.595982648391418,"Negative","Neutral",-0.409935210691692,"2RedBeans","DATING",90962,"10000+","Everyone 10+",4.69134788222914,4.61
"820",3581,NA,NA,4.24,"Short",69,10,3.33541484609565,"Positive","Neutral",0.0818821947679454,0.638616315968722,"Positive","Neutral",-0.136435602075792,"2RedBeans","DATING",91676,"10000+","Everyone 10+",4.24849524204936,4.61
"831",2592,NA,NA,4.42,"Long",148,19,3.35362478803333,"Negative","Negative",-0.231109219693865,0.556163492232178,"Negative","Neutral",-0.0191831920278115,"Gay Sugar Daddy Dating Hookup ?Sudy Gay","DATING",36118,"100000+","Everyone 10+",5.00394630594546,4.44
"833",2319,NA,NA,4.64,"Long",353,60,2.98010597889917,"Negative","Neutral",0.165551011977075,0.578565896742126,"Negative","Neutral",-0.257001543499575,"BeWild Free Dating Chat App","DATING",25792,"100000+","Everyone 10+",5.86929691313377,4.66
"840",2354,NA,NA,4.4,"Short",13,5,3.90314731724242,"Negative","Negative",-0.00641718339318643,0.584513602676287,"Negative","Neutral",0.0312315798244631,"BLK Swipe Match Chat","DATING",27152,"100000+","Everyone 10+",2.63905732961526,4.55
"842",6466,NA,NA,4.34,"Long",116,20,3.1927865852069,"Positive","Positive",-0.0973652362880295,0.540753661576011,"Positive","Positive",0.413165631877933,"Christian Dating For Free App","DATING",13190476,"500000+","Everyone 10+",4.76217393479776,4.41
"848",2593,NA,NA,4.47,"Long",152,18,3.51929038026087,"Negative","Negative",0.331780409108152,0.653220381158847,"Negative","Negative",-0.130333486665199,"Gay Sugar Daddy Dating Hookup ?Sudy Gay","DATING",36128,"100000+","Everyone 10+",5.03043792139244,4.44
"851",2231,NA,NA,4.52,"Short",65,11,3.60328473847222,"Negative","Negative",0.0114371044689406,0.617939466689103,"Negative","Neutral",0.0811645804604319,"Herpes Positive Singles Dating","DATING",20854,"10000+","Everyone 10+",4.18965474202643,4.45
"857",6209,NA,NA,4.19,"Short",49,9,3.56245649117551,"Positive","Positive",0.1849783694118,0.67439380930009,"Positive","Positive",0.202107113570078,"Hinge Dating Relationships","DATING",4828676,"500000+","Everyone 10+",3.91202300542815,4.58
"861",2321,48,"Male",4.55,"Long",440,64,3.00962758435702,"Negative","Negative",0.46486310898206,0.539917311280064,"Negative","Neutral",0.34287675604054,"BeWild Free Dating Chat App","DATING",25839,"100000+","Everyone 10+",6.08904487544685,4.66
"862",1870,NA,NA,4.46,"Short",21,6,3.67485315989677,"Negative","Neutral",-0.14331316724263,0.628097099875372,"Negative","Neutral",-0.20794754754343,"Cougar Dating Life Date Older Women Sugar Mummy","DATING",16015,"500000+","Everyone 10+",3.09104245335832,4.33
"869",6452,NA,NA,4.56,"Long",195,29,3.16386979691282,"Positive","Positive",0.323396391443032,0.572646846575269,"Positive","Positive",-0.110680255861376,"Christian Dating For Free App","DATING",12326206,"500000+","Everyone 10+",5.27811465923052,4.41
"876",5260,NA,NA,4.47,"Short",94,11,3.537530496,"Negative","Negative",0.216040693718779,0.405575412362877,"Positive","Positive",0.343113585656446,"Honkai Impact 3rd","GAME",808866,"1000000+","Everyone",4.55387689160054,4.57
"877",6273,NA,NA,4.37,"Long",157,20,3.35228279709299,"Positive","Neutral",0.697037558462522,0.46708774873009,"Positive","Positive",-0.0616510180729461,"Choices Stories You Play","FAMILY",7126707,"10000000+","Everyone",5.06259503302697,4.43
"883",1077,NA,NA,4.45,"Long",114,20,3.20688476055556,"Negative","Neutral",-0.0205119627708164,0.672643820441282,"Negative","Negative",-0.326443665695878,"Avakin Life 3D virtual world","FAMILY",7494,"10000000+","Everyone",4.74493212836325,4.41
"886",5066,72,"Female",4.43,"Short",76,10,3.5067800852,"Positive","Positive",0.380896802604515,0.451466820215485,"Positive","Positive",-0.491320155794714,"Garena Free Fire","GAME",811294,"100000000+","Everyone",4.34380542185368,4.63
"888",2168,NA,NA,4.41,"Short",67,10,3.38842291492174,"Negative","Negative",-0.0831543807148413,0.381618191081849,"Negative","Neutral",0.154372162467173,"Grim Soul Dark Fantasy Survival","GAME",27677,"5000000+","Everyone",4.21950770517611,4.61
"893",1064,NA,NA,4.26,"Long",116,16,3.25342162319029,"Negative","Negative",0.277225294615731,0.402188705763688,"Negative","Negative",0.120996721083447,"Avakin Life 3D virtual world","FAMILY",7335,"10000000+","Everyone",4.76217393479776,4.41
"901",6030,NA,NA,4.15,"Short",45,6,4.00637564142222,"Positive","Positive",-0.915187094566703,0.460703470986303,"Positive","Positive",0.0180689067803404,"FINAL FANTASY BRAVE EXVIUS","GAME",3803028,"5000000+","Everyone",3.8286413964891,4.45
"906",5085,NA,NA,4.36,"Short",80,14,3.224248236725,"Positive","Neutral",0.509196905791007,0.386087270881511,"Positive","Neutral",-0.521440016632414,"Garena Free Fire","GAME",834701,"100000000+","Everyone",4.39444915467244,4.63
"929",5841,NA,NA,4.49,"Long",143,17,3.37898304113871,"Negative","Negative",0.127869477312698,0.491566966944975,"Positive","Positive",-0.312333166315166,"Hero Hunters","GAME",2147409,"5000000+","Everyone",4.969813299576,4.7
"938",1957,NA,NA,4.35,"Long",786,128,2.933321259075,"Negative","Negative",0.0261468632268706,0.612572534360776,"Negative","Neutral",-0.359266529898093,"Gems or jewels ","GAME",22095,"10000000+","Everyone",6.6682282484174,4.76
"939",3264,51,"Female",4.54,"Short",71,11,3.46256345692676,"Positive","Neutral",0.425896071218191,0.361887240635822,"Negative","Neutral",0.118337686438841,"Dinosaur Simulator Dino World","GAME",81792,"5000000+","Everyone",4.27666611901606,4.59
"941",5295,61,"Female",4.47,"Long",143,18,3.46600818186887,"Negative","Neutral",-0.0146549985471255,0.373291599523038,"Positive","Neutral",0.375360060336558,"Honkai Impact 3rd","GAME",844580,"1000000+","Everyone",4.969813299576,4.57
"952",3594,NA,NA,4.27,"Long",290,36,3.1320703772,"Negative","Negative",0.438399045858162,0.633115539813423,"Positive","Neutral",0.0207413808000667,"DRAGON BALL LEGENDS","GAME",130877,"5000000+","Everyone",5.67332326717149,4.64
"953",1496,NA,NA,4.4,"Short",68,11,3.31023420469091,"Negative","Negative",-0.221308562556451,0.515344143314799,"Negative","Negative",-0.307829957258863,"DINO HUNTER DEADLY SHORES","GAME",13659,"10000000+","Everyone",4.23410650459726,4.54
"955",5140,NA,NA,4.2,"Long",500,60,3.2640236534,"Positive","Positive",0.0387722991817629,0.617015273128519,"Positive","Positive",0.46113874828967,"Garena Free Fire","GAME",880358,"100000000+","Everyone",6.21660610108486,4.63
"961",1971,NA,NA,4.35,"Short",39,5,4.56805954348571,"Negative","Negative",0.579357552555644,0.402694878235808,"Negative","Neutral",-0.0409850565489873,"Gems or jewels ","GAME",22431,"10000000+","Everyone",3.68887945411394,4.76
"963",595,NA,NA,4.47,"Long",266,45,2.82758024556618,"Negative","Negative",0.597122027674429,0.628002481485764,"Negative","Negative",0.036338154316742,"Granny","GAME",2846,"50000000+","Everyone",5.58724865840025,4.44
"965",2195,NA,NA,4.47,"Short",56,12,3.53120234953684,"Negative","Negative",0.173854653510758,0.368204304416805,"Negative","Neutral",0.0169108397352603,"Dino War Rise of Beasts","GAME",25221,"1000000+","Everyone",4.04305126783455,4.75
"968",2145,54,"Male",4.28,"Short",39,8,3.46226683255,"Negative","Neutral",-0.112325478293344,0.529107250397367,"Negative","Neutral",-0.51513302717996,"Grim Soul Dark Fantasy Survival","GAME",27200,"5000000+","Everyone",3.68887945411394,4.61
"982",3590,NA,NA,4.45,"Long",252,35,3.32886513483223,"Negative","Negative",-0.292735152957891,0.603728306346085,"Positive","Neutral",-0.102026017116623,"DRAGON BALL LEGENDS","GAME",130328,"5000000+","Everyone",5.53338948872752,4.64
"984",2480,NA,NA,4.58,"Long",165,26,2.92324354509697,"Positive","Positive",-0.394830471581156,0.537172570304362,"Positive","Neutral",0.424140476884545,"GUNSHIP BATTLE Helicopter 3D","GAME",44114,"50000000+","Everyone",5.11198778835654,4.71
"985",5060,NA,NA,4.49,"Short",63,10,3.40727952364444,"Positive","Neutral",-0.168661381715354,0.507519024190397,"Positive","Positive",-0.321072280460845,"Garena Free Fire","GAME",802203,"100000000+","Everyone",4.15888308335967,4.63
"986",3267,NA,NA,4.42,"Short",67,10,3.44174043894925,"Positive","Positive",-0.238385697738795,0.8744649020691,"Positive","Neutral",0.20136855151156,"Dinosaur Simulator Dino World","GAME",82213,"5000000+","Everyone",4.21950770517611,4.59
"989",2487,NA,NA,4.59,"Long",378,66,2.98672422758701,"Negative","Negative",-0.296374791563153,0.54339637113994,"Negative","Negative",-0.482020567964945,"GUNSHIP BATTLE Helicopter 3D","GAME",44576,"50000000+","Everyone",5.93753620508243,4.71
"995",2156,72,"Female",4.4,"Short",73,10,3.35942087159412,"Negative","Negative",-0.171608236380765,0.563851374727004,"Negative","Negative",-0.561628768934765,"Grim Soul Dark Fantasy Survival","GAME",27397,"5000000+","Everyone",4.30406509320417,4.61
"1007",6437,NA,NA,4.41,"Short",105,14,3.31320680669524,"Positive","Positive",-0.202812831028111,0.627460502230142,"Positive","Positive",-0.383989367765454,"Color Road","GAME",12864617,"10000000+","Teen",4.66343909411207,4.27
"1010",6627,NA,NA,4.42,"Short",113,14,3.49566428436283,"Positive","Positive",0.552895111551646,0.565881847611192,"Positive","Positive",0.661215543337662,"Baby ABC in box Kids alphabet games for toddlers","FAMILY",64995810,"1000000+","Teen",4.7361984483945,4.61
"1012",3973,NA,NA,4.56,"Short",59,10,3.91262961064865,"Negative","Negative",-0.662460989082662,0.437207679243704,"Positive","Neutral",-0.372894128209444,"Betterment","FINANCE",152777,"100000+","Teen",4.0943445622221,4.6
"1014",5218,NA,NA,4.38,"Long",154,22,3.05017613222857,"Positive","Neutral",-0.464811045506543,0.573086055911632,"Positive","Positive",0.0302944005269454,"Angry Birds Classic","GAME",957383,"100000000+","Mature",5.04342511691925,4.5
"1025",3151,NA,NA,4.55,"Long",125,24,2.88057963638529,"Negative","Neutral",0.285100405394215,0.587948383527705,"Positive","Neutral",0.0985087791611203,"Build a Bridge","FAMILY",82797,"10000000+","Teen",4.83628190695148,4.52
"1026",5684,NA,NA,4.57,"Short",68,9,3.90432614325882,"Positive","Positive",-0.266723818383227,0.503784976629822,"Positive","Positive",-0.0561294739796336,"Current debit card and app made for teens","FINANCE",1285924,"50000+","Teen",4.23410650459726,4.62
"1028",3429,74,"Male",4.46,"Long",163,21,3.29098487337178,"Positive","Neutral",0.265836242545151,0.579490302003533,"Positive","Neutral",-0.72873858433523,"Cooking Fever","GAME",123581,"100000000+","Mature",5.0998664278242,4.45
"1038",3451,NA,NA,4.42,"Long",218,29,3.0130744508197,"Negative","Negative",0.540785176560557,0.4058264566991,"Positive","Neutral",0.480746572809508,"Cooking Fever","GAME",126429,"100000000+","Mature",5.3890717298165,4.45
"1039",4839,NA,NA,4.41,"Short",42,7,3.72294571201633,"Negative","Neutral",-0.60249867077124,0.453773040755848,"Positive","Positive",0.449841433370769,"Altos Adventure","GAME",518644,"10000000+","Teen",3.76120011569356,4.63
"1041",46,NA,NA,4.53,"Short",64,7,3.98765048045517,"Negative","Negative",-0.153289792752278,0.405487435649867,"Negative","Negative",-0.0643497317453232,"Hay Day","FAMILY",139,"100000000+","Teen",4.17438726989564,4.52
