Id,AgeReviewer,GenderReviewer,RevRating,RevType,RevLen,WordCount,AvgWordLen,SentiG2,SentiG3,SentiGPol,SentiGSub,SentiR2,SentiR3,SentiRPol,App,AppCat,nReviews,nInstalls,ContRating,lRevLen,AppRating
140,NA,NA,4.23,Short,75,10,3.80399301,Positive,Neutral,-0.381176406,0.386087036,Positive,Positive,-0.010644188,Free Dating App Flirt Chat Cheers,DATING,1164614,10000+,Everyone 10+,4.33073334,4.61
141,NA,NA,4.48,Long,232,35,3.055601418,Negative,Negative,-0.325586443,0.537130714,Negative,Neutral,-0.228288103,BeWild Free Dating Chat App,DATING,25352,100000+,Everyone 10+,5.451038454,4.66
142,16,Male,4.38,Long,349,50,3.057882718,Negative,Negative,-0.068190514,0.790484893,Negative,Neutral,0.530567226,Hitwe meet people and chat,DATING,70362,10000000+,Everyone 10+,5.857933154,4.39
143,NA,NA,4.38,Short,60,11,3.540823354,Negative,Negative,0.164659287,0.472401948,Negative,Neutral,-0.237172583,BLK Swipe Match Chat,DATING,26841,100000+,Everyone 10+,4.110873864,4.55
144,NA,NA,4.38,Short,80,14,3.241288119,Positive,Neutral,0.127617086,0.49830979,Positive,Positive,-0.125125889,Free Dating App Flirt Chat Cheers,DATING,1153950,10000+,Everyone 10+,4.394449155,4.61
145,NA,NA,4.43,Short,64,9,3.531643806,Negative,Negative,0.579037621,0.473922914,Negative,Negative,-0.055807741,Free Dating Hook Up Messenger,DATING,2322,100000+,Everyone 10+,4.17438727,4.58
146,NA,NA,4.46,Short,60,8,3.827076226,Negative,Negative,-0.239728478,0.447446557,Negative,Negative,0.492483671,Free Dating Hook Up Messenger,DATING,2288,100000+,Everyone 10+,4.110873864,4.58
147,53,Male,4.45,Short,56,11,3.705829728,Negative,Neutral,0.599421941,0.417643101,Negative,Neutral,0.238708094,Herpes Positive Singles Dating,DATING,21031,10000+,Everyone 10+,4.043051268,4.45
148,NA,NA,4.64,Long,108,16,3.426686785,Negative,Negative,-0.228844028,0.595982648,Negative,Neutral,-0.409935211,2RedBeans,DATING,90962,10000+,Everyone 10+,4.691347882,4.61
149,NA,NA,4.24,Short,69,10,3.335414846,Positive,Neutral,0.081882195,0.638616316,Positive,Neutral,-0.136435602,2RedBeans,DATING,91676,10000+,Everyone 10+,4.248495242,4.61
150,NA,NA,4.42,Long,148,19,3.353624788,Negative,Negative,-0.23110922,0.556163492,Negative,Neutral,-0.019183192,Gay Sugar Daddy Dating Hookup ?Sudy Gay,DATING,36118,100000+,Everyone 10+,5.003946306,4.44
151,NA,NA,4.64,Long,353,60,2.980105979,Negative,Neutral,0.165551012,0.578565897,Negative,Neutral,-0.257001543,BeWild Free Dating Chat App,DATING,25792,100000+,Everyone 10+,5.869296913,4.66
152,NA,NA,4.4,Short,13,5,3.903147317,Negative,Negative,-0.006417183,0.584513603,Negative,Neutral,0.03123158,BLK Swipe Match Chat,DATING,27152,100000+,Everyone 10+,2.63905733,4.55
153,NA,NA,4.34,Long,116,20,3.192786585,Positive,Positive,-0.097365236,0.540753662,Positive,Positive,0.413165632,Christian Dating For Free App,DATING,13190476,500000+,Everyone 10+,4.762173935,4.41
154,NA,NA,4.47,Long,152,18,3.51929038,Negative,Negative,0.331780409,0.653220381,Negative,Negative,-0.130333487,Gay Sugar Daddy Dating Hookup ?Sudy Gay,DATING,36128,100000+,Everyone 10+,5.030437921,4.44
155,NA,NA,4.52,Short,65,11,3.603284738,Negative,Negative,0.011437104,0.617939467,Negative,Neutral,0.08116458,Herpes Positive Singles Dating,DATING,20854,10000+,Everyone 10+,4.189654742,4.45
156,NA,NA,4.19,Short,49,9,3.562456491,Positive,Positive,0.184978369,0.674393809,Positive,Positive,0.202107114,Hinge Dating Relationships,DATING,4828676,500000+,Everyone 10+,3.912023005,4.58
157,48,Male,4.55,Long,440,64,3.009627584,Negative,Negative,0.464863109,0.539917311,Negative,Neutral,0.342876756,BeWild Free Dating Chat App,DATING,25839,100000+,Everyone 10+,6.089044875,4.66
158,NA,NA,4.46,Short,21,6,3.67485316,Negative,Neutral,-0.143313167,0.6280971,Negative,Neutral,-0.207947548,Cougar Dating Life Date Older Women Sugar Mummy,DATING,16015,500000+,Everyone 10+,3.091042453,4.33
159,NA,NA,4.56,Long,195,29,3.163869797,Positive,Positive,0.323396391,0.572646847,Positive,Positive,-0.110680256,Christian Dating For Free App,DATING,12326206,500000+,Everyone 10+,5.278114659,4.41
160,NA,NA,4.47,Short,94,11,3.537530496,Negative,Negative,0.216040694,0.405575412,Positive,Positive,0.343113586,Honkai Impact 3rd,GAME,808866,1000000+,Everyone,4.553876892,4.57
161,NA,NA,4.37,Long,157,20,3.352282797,Positive,Neutral,0.697037558,0.467087749,Positive,Positive,-0.061651018,Choices Stories You Play,FAMILY,7126707,10000000+,Everyone,5.062595033,4.43
162,NA,NA,4.45,Long,114,20,3.206884761,Negative,Neutral,-0.020511963,0.67264382,Negative,Negative,-0.326443666,Avakin Life 3D virtual world,FAMILY,7494,10000000+,Everyone,4.744932128,4.41
163,72,Female,4.43,Short,76,10,3.506780085,Positive,Positive,0.380896803,0.45146682,Positive,Positive,-0.491320156,Garena Free Fire,GAME,811294,100000000+,Everyone,4.343805422,4.63
164,NA,NA,4.41,Short,67,10,3.388422915,Negative,Negative,-0.083154381,0.381618191,Negative,Neutral,0.154372162,Grim Soul Dark Fantasy Survival,GAME,27677,5000000+,Everyone,4.219507705,4.61
165,NA,NA,4.26,Long,116,16,3.253421623,Negative,Negative,0.277225295,0.402188706,Negative,Negative,0.120996721,Avakin Life 3D virtual world,FAMILY,7335,10000000+,Everyone,4.762173935,4.41
166,NA,NA,4.15,Short,45,6,4.006375641,Positive,Positive,-0.915187095,0.460703471,Positive,Positive,0.018068907,FINAL FANTASY BRAVE EXVIUS,GAME,3803028,5000000+,Everyone,3.828641396,4.45
167,NA,NA,4.36,Short,80,14,3.224248237,Positive,Neutral,0.509196906,0.386087271,Positive,Neutral,-0.521440017,Garena Free Fire,GAME,834701,100000000+,Everyone,4.394449155,4.63
168,NA,NA,4.49,Long,143,17,3.378983041,Negative,Negative,0.127869477,0.491566967,Positive,Positive,-0.312333166,Hero Hunters,GAME,2147409,5000000+,Everyone,4.9698133,4.7
169,NA,NA,4.35,Long,786,128,2.933321259,Negative,Negative,0.026146863,0.612572534,Negative,Neutral,-0.35926653,Gems or jewels ,GAME,22095,10000000+,Everyone,6.668228248,4.76
170,51,Female,4.54,Short,71,11,3.462563457,Positive,Neutral,0.425896071,0.361887241,Negative,Neutral,0.118337686,Dinosaur Simulator Dino World,GAME,81792,5000000+,Everyone,4.276666119,4.59
171,61,Female,4.47,Long,143,18,3.466008182,Negative,Neutral,-0.014654999,0.3732916,Positive,Neutral,0.37536006,Honkai Impact 3rd,GAME,844580,1000000+,Everyone,4.9698133,4.57
172,NA,NA,4.27,Long,290,36,3.132070377,Negative,Negative,0.438399046,0.63311554,Positive,Neutral,0.020741381,DRAGON BALL LEGENDS,GAME,130877,5000000+,Everyone,5.673323267,4.64
173,NA,NA,4.4,Short,68,11,3.310234205,Negative,Negative,-0.221308563,0.515344143,Negative,Negative,-0.307829957,DINO HUNTER DEADLY SHORES,GAME,13659,10000000+,Everyone,4.234106505,4.54
174,NA,NA,4.2,Long,500,60,3.264023653,Positive,Positive,0.038772299,0.617015273,Positive,Positive,0.461138748,Garena Free Fire,GAME,880358,100000000+,Everyone,6.216606101,4.63
175,NA,NA,4.35,Short,39,5,4.568059543,Negative,Negative,0.579357553,0.402694878,Negative,Neutral,-0.040985057,Gems or jewels ,GAME,22431,10000000+,Everyone,3.688879454,4.76
176,NA,NA,4.47,Long,266,45,2.827580246,Negative,Negative,0.597122028,0.628002481,Negative,Negative,0.036338154,Granny,GAME,2846,50000000+,Everyone,5.587248658,4.44
177,NA,NA,4.47,Short,56,12,3.53120235,Negative,Negative,0.173854654,0.368204304,Negative,Neutral,0.01691084,Dino War Rise of Beasts,GAME,25221,1000000+,Everyone,4.043051268,4.75
178,54,Male,4.28,Short,39,8,3.462266833,Negative,Neutral,-0.112325478,0.52910725,Negative,Neutral,-0.515133027,Grim Soul Dark Fantasy Survival,GAME,27200,5000000+,Everyone,3.688879454,4.61
179,NA,NA,4.45,Long,252,35,3.328865135,Negative,Negative,-0.292735153,0.603728306,Positive,Neutral,-0.102026017,DRAGON BALL LEGENDS,GAME,130328,5000000+,Everyone,5.533389489,4.64
180,NA,NA,4.58,Long,165,26,2.923243545,Positive,Positive,-0.394830472,0.53717257,Positive,Neutral,0.424140477,GUNSHIP BATTLE Helicopter 3D,GAME,44114,50000000+,Everyone,5.111987788,4.71
181,NA,NA,4.49,Short,63,10,3.407279524,Positive,Neutral,-0.168661382,0.507519024,Positive,Positive,-0.32107228,Garena Free Fire,GAME,802203,100000000+,Everyone,4.158883083,4.63
182,NA,NA,4.42,Short,67,10,3.441740439,Positive,Positive,-0.238385698,0.874464902,Positive,Neutral,0.201368552,Dinosaur Simulator Dino World,GAME,82213,5000000+,Everyone,4.219507705,4.59
183,NA,NA,4.59,Long,378,66,2.986724228,Negative,Negative,-0.296374792,0.543396371,Negative,Negative,-0.482020568,GUNSHIP BATTLE Helicopter 3D,GAME,44576,50000000+,Everyone,5.937536205,4.71
184,72,Female,4.4,Short,73,10,3.359420872,Negative,Negative,-0.171608236,0.563851375,Negative,Negative,-0.561628769,Grim Soul Dark Fantasy Survival,GAME,27397,5000000+,Everyone,4.304065093,4.61
185,NA,NA,4.41,Short,105,14,3.313206807,Positive,Positive,-0.202812831,0.627460502,Positive,Positive,-0.383989368,Color Road,GAME,12864617,10000000+,Teen,4.663439094,4.27
186,NA,NA,4.42,Short,113,14,3.495664284,Positive,Positive,0.552895112,0.565881848,Positive,Positive,0.661215543,Baby ABC in box Kids alphabet games for toddlers,FAMILY,64995810,1000000+,Teen,4.736198448,4.61
187,NA,NA,4.56,Short,59,10,3.912629611,Negative,Negative,-0.662460989,0.437207679,Positive,Neutral,-0.372894128,Betterment,FINANCE,152777,100000+,Teen,4.094344562,4.6
188,NA,NA,4.38,Long,154,22,3.050176132,Positive,Neutral,-0.464811046,0.573086056,Positive,Positive,0.030294401,Angry Birds Classic,GAME,957383,100000000+,Mature,5.043425117,4.5
189,NA,NA,4.55,Long,125,24,2.880579636,Negative,Neutral,0.285100405,0.587948384,Positive,Neutral,0.098508779,Build a Bridge,FAMILY,82797,10000000+,Teen,4.836281907,4.52
190,NA,NA,4.57,Short,68,9,3.904326143,Positive,Positive,-0.266723818,0.503784977,Positive,Positive,-0.056129474,Current debit card and app made for teens,FINANCE,1285924,50000+,Teen,4.234106505,4.62
191,74,Male,4.46,Long,163,21,3.290984873,Positive,Neutral,0.265836243,0.579490302,Positive,Neutral,-0.728738584,Cooking Fever,GAME,123581,100000000+,Mature,5.099866428,4.45
192,NA,NA,4.42,Long,218,29,3.013074451,Negative,Negative,0.540785177,0.405826457,Positive,Neutral,0.480746573,Cooking Fever,GAME,126429,100000000+,Mature,5.38907173,4.45
193,NA,NA,4.41,Short,42,7,3.722945712,Negative,Neutral,-0.602498671,0.453773041,Positive,Positive,0.449841433,Altos Adventure,GAME,518644,10000000+,Teen,3.761200116,4.63
194,NA,NA,4.53,Short,64,7,3.98765048,Negative,Negative,-0.153289793,0.405487436,Negative,Negative,-0.064349732,Hay Day,FAMILY,139,100000000+,Teen,4.17438727,4.52
195,NA,NA,4.41,Short,2,2,5.614262592,Negative,Negative,0.018817517,0.454958195,Negative,Negative,-0.356705887,Candy Smash,FAMILY,2447,1000000+,Teen,1.098612289,4.52
196,NA,NA,4.32,Short,124,14,3.317151786,Negative,Negative,-0.3858425,0.560103078,Negative,Negative,0.606274777,Bad Piggies,FAMILY,3842,50000000+,Teen,4.828313737,4.56
197,NA,NA,4.5,Long,228,38,3.077124459,Negative,Neutral,0.226139496,0.631899951,Positive,Positive,-0.238634483,Digit Save Money Automatically,FINANCE,6304728,100000+,Teen,5.433722004,4.63
198,16,Male,4.31,Short,32,6,3.63142772,Negative,Negative,-0.156128882,0.509755241,Negative,Negative,0.195796968,Frozen Free Fall,FAMILY,20909,50000000+,Mature,3.496507561,4.41
199,NA,NA,4.47,Short,92,11,3.220903425,Positive,Neutral,-0.454307177,0.44479529,Positive,Positive,0.115725465,Digit Save Money Automatically,FINANCE,6493463,100000+,Mature,4.532599493,4.63
200,NA,NA,4.16,Short,86,14,3.313144834,Positive,Neutral,0.078689581,0.450347099,Positive,Neutral,0.207276726,Altos Adventure,GAME,552299,10000000+,Mature,4.465908119,4.63
201,61,Male,4.38,Short,60,7,3.623272424,Negative,Negative,0.381636668,0.372608224,Negative,Negative,-0.395643783,Hay Day,FAMILY,132,100000000+,Teen,4.110873864,4.52
202,27,Male,4.42,Long,127,15,3.292118948,Negative,Negative,0.226049646,0.690920446,Positive,Neutral,-0.214343179,Extreme Racing 2 Real driving RC cars game,FAMILY,222879,500000+,Mature,4.852030264,4.52
203,NA,NA,4.21,Short,50,12,3.399291777,Negative,Negative,0.158921134,0.663874414,Negative,Neutral,0.041718936,Four In A Line,GAME,40789,1000000+,Mature,3.931825633,4.62
204,63,Female,4.29,Short,36,2,5.467766175,Negative,Negative,-0.13830277,0.229015782,Negative,Negative,0.202863803,Dr Panda Town Vacation,FAMILY,818,1000000+,Teen,3.610917913,4.87
205,NA,NA,4.18,Long,124,18,3.405968839,Positive,Neutral,0.018625852,0.451640484,Positive,Neutral,-0.22421969,Agario,GAME,219356,100000000+,Teen,4.828313737,4.64
206,NA,NA,4.5,Short,85,8,3.912767135,Negative,Negative,0.101895616,0.385222445,Negative,Neutral,0.135901811,Dominos Game вп,FAMILY,80797,1000000+,Teen,4.454347296,4.54
207,NA,NA,4.32,Long,296,37,3.29319772,Positive,Neutral,-0.569313194,0.543725604,Positive,Positive,-0.258152991,Hill Climb Racing,GAME,20039873,100000000+,Teen,5.693732139,4.5
208,76,Female,4.47,Long,267,38,3.220472708,Negative,Negative,0.143902639,0.545552613,Negative,Negative,0.385796194,Chase Mobile,FINANCE,11736,10000000+,Teen,5.590986981,4.57
209,NA,NA,4.42,Short,35,4,4.319538504,Negative,Negative,0.184624311,0.482066525,Negative,Negative,-0.43030894,Hay Day,FAMILY,4,100000000+,Teen,3.583518938,4.52
210,NA,NA,4.21,Long,96,18,3.302829938,Negative,Negative,0.032868888,0.518244624,Negative,Neutral,-0.498203274,Credit Sesame,FINANCE,67212,1000000+,Mature,4.574710979,4.71
211,NA,NA,4.38,Short,45,6,3.918200824,Positive,Neutral,-0.437102006,0.251549874,Positive,Neutral,-0.030873507,GoBank,FINANCE,809122,500000+,Teen,3.828641396,4.55
212,NA,NA,4.46,Short,53,6,3.780112619,Negative,Negative,-0.041160574,0.465757133,Positive,Neutral,0.052317212,Farming Simulator 1 ,FAMILY,699243,10000000+,Mature,3.988984047,4.68
213,NA,NA,4.16,Long,143,22,3.381149231,Negative,Neutral,-0.237794849,0.44922531,Positive,Neutral,0.692700422,Agario,GAME,227869,100000000+,Mature,4.9698133,4.64
214,NA,NA,4.22,Short,34,7,3.395312969,Negative,Negative,0.053957652,0.304550975,Negative,Negative,-0.268315549,Candy Day,FAMILY,3556,1000000+,Teen,3.555348061,4.67
215,NA,NA,4.35,Long,344,50,3.117844977,Positive,Neutral,0.178111102,0.580540634,Positive,Positive,-0.477586248,COOKING MAMA Lets Cook,FAMILY,687977,10000000+,Teen,5.843544417,4.47
216,NA,NA,4.49,Long,115,19,3.271403654,Positive,Neutral,-0.362715984,0.573184635,Positive,Positive,-0.310934393,Candy Crush Soda Saga,GAME,1415961,100000000+,Teen,4.753590191,4.7
217,NA,NA,4.32,Short,28,5,3.687946886,Positive,Positive,0.209825614,0.567092977,Negative,Negative,-0.299949445,Even organize your money get paid early,FINANCE,4882,100000+,Teen,3.36729583,4.48
218,NA,NA,4.1,Long,156,23,3.144844468,Negative,Neutral,0.423742933,0.469726369,Negative,Neutral,-0.003523308,Bank of America Mobile Banking,FINANCE,146914,10000000+,Teen,5.056245805,4.73
219,NA,NA,4.35,Long,76,15,3.400464043,Negative,Neutral,0.359512328,0.659767572,Negative,Neutral,-0.663568973,Experian Free Credit Report,FINANCE,57435,1000000+,Teen,4.343805422,4.69
220,NA,NA,4.29,Short,51,7,3.752960448,Positive,Neutral,-0.262185343,0.679282931,Negative,Neutral,-0.073273468,Bubble Shooter,GAME,16881,10000000+,Teen,3.951243719,4.68
221,NA,NA,4.35,Short,58,6,3.705467853,Negative,Negative,0.347027588,0.505667615,Negative,Negative,-0.28526803,Bubble Shooter,GAME,16491,10000000+,Teen,4.077537444,4.68
222,NA,NA,4.5,Short,78,9,3.718601431,Positive,Positive,-0.364887936,0.712611449,Positive,Neutral,-0.171909776,Doctor Pets,FAMILY,50207,1000000+,Mature,4.369447852,4.52
223,NA,NA,4.47,Short,29,5,4.192216583,Negative,Neutral,-0.573448042,0.297235164,Negative,Neutral,0.427286812,Dominos Game вп,FAMILY,81411,1000000+,Teen,3.401197382,4.54
224,NA,NA,4.38,Short,85,13,3.120991757,Positive,Positive,-0.123609388,0.552860152,Positive,Positive,-0.482076508,Fruits Bomb,GAME,3981876,10000000+,Mature,4.454347296,4.36
225,NA,NA,4.51,Long,155,20,3.250548858,Negative,Negative,0.400542022,0.412651292,Negative,Negative,-0.070674339,Candy Pop Story,FAMILY,6535,1000000+,Teen,5.049856007,4.62
226,NA,NA,3.98,Long,322,59,2.910211241,Negative,Negative,-0.268515079,0.566462719,Positive,Neutral,0.729714633,Dog Run Pet Dog Simulator,GAME,353155,10000000+,Mature,5.777652323,4.52
227,NA,NA,4.26,Short,94,12,3.453248757,Negative,Negative,0.279142193,0.629274432,Negative,Neutral,0.372027416,Experian Free Credit Report,FINANCE,56651,1000000+,Teen,4.553876892,4.69
228,NA,NA,4.51,Short,68,9,3.886124613,Positive,Positive,-0.601450298,0.731416691,Negative,Neutral,0.410642604,Bubble Shooter,GAME,16334,10000000+,Teen,4.234106505,4.68
229,69,Female,4.59,Short,101,11,3.356489306,Negative,Negative,-0.203349311,0.351031772,Negative,Negative,-0.667151542,Coloring Learn,FAMILY,5328,5000000+,Teen,4.624972813,4.77
230,NA,NA,4.31,Short,63,10,3.068038114,Positive,Neutral,-0.018839989,0.309151494,Negative,Neutral,-0.131166252,Doctor Pets,FAMILY,49756,1000000+,Teen,4.158883083,4.52
231,NA,NA,4.32,Long,106,16,3.195756347,Negative,Negative,-0.61151048,0.441273113,Negative,Neutral,-0.125292256,Flip the Gun Simulator Game,GAME,28503,10000000+,Mature,4.672828834,4.7
232,NA,NA,4.48,Short,59,8,3.129839299,Negative,Negative,0.091486165,0.271954242,Negative,Negative,0.470607884,Educational Games  Kids,FAMILY,2900,5000000+,Mature,4.094344562,4.52
233,NA,NA,4.25,Long,118,17,3.311846556,Negative,Negative,-0.061229854,0.465954332,Negative,Negative,-0.110957496,Bad Piggies,FAMILY,3839,50000000+,Mature,4.779123493,4.56
234,63,Female,4.65,Short,45,10,3.299487065,Negative,Negative,-0.267744559,0.467797992,Positive,Neutral,-0.282541044,Equestria Girls,FAMILY,219691,10000000+,Teen,3.828641396,4.51
235,NA,NA,4.31,Short,63,10,3.545397953,Negative,Negative,-0.468718088,0.340982406,Negative,Neutral,0.138634664,Comptia A 220901 220902,FAMILY,17229,10000+,Teen,4.158883083,4.55
236,NA,NA,4.34,Short,57,5,4.398853261,Negative,Negative,0.027805986,0.257250907,Positive,Neutral,-0.133497799,Angry Birds Classic,GAME,891428,100000000+,Teen,4.060443011,4.5
237,NA,NA,4.45,Short,8,4,4.095306343,Negative,Negative,-0.065969694,0.666652681,Negative,Negative,0.464955485,Hello Stars,GAME,254,10000000+,Mature,2.197224577,4.71
238,NA,NA,4.34,Long,125,21,3.033431041,Negative,Negative,-0.07038575,0.669906163,Negative,Negative,0.329572839,Baby puzzles,FAMILY,3848,5000000+,Mature,4.836281907,4.31
239,NA,NA,4.47,Long,214,34,3.113450831,Negative,Negative,0.358881559,0.322351974,Negative,Negative,0.175815715,Blossom Blast Saga,GAME,2734,10000000+,Teen,5.370638028,4.37
240,NA,NA,4.43,Short,33,6,3.994036757,Negative,Neutral,-0.269314524,0.250079029,Positive,Neutral,-0.600595382,GoBank,FINANCE,809762,500000+,Teen,3.526360525,4.55
241,NA,NA,4.48,Long,137,23,2.985796024,Positive,Positive,0.498048214,0.585379657,Negative,Negative,-0.601780248,H TV,FAMILY,818,5000000+,Mature,4.927253685,4.45
242,NA,NA,4.35,Long,174,26,3.290865819,Positive,Positive,-0.017835596,0.670480423,Positive,Positive,0.162170036,Fortune City A Finance App,FINANCE,402453,500000+,Teen,5.164785974,4.83
243,56,Male,4.4,Short,103,14,3.2851953,Positive,Positive,-0.070016394,0.604966414,Positive,Positive,0.370541479,ABCmousecom,FAMILY,425913,5000000+,Teen,4.644390899,4.85
244,NA,NA,4.23,Long,200,32,3.058344895,Positive,Positive,0.484563224,0.446711394,Positive,Neutral,0.06759456,Bank of America Mobile Banking,FINANCE,150262,10000000+,Mature,5.303304908,4.73
245,49,Female,4.66,Short,90,13,3.297115911,Negative,Negative,-0.110588026,0.382385028,Negative,Negative,-0.790622075,Four In A Line Free,GAME,9275,5000000+,Teen,4.510859507,4.43
246,NA,NA,4.38,Short,94,14,3.417545837,Negative,Neutral,-0.042779524,0.487811256,Negative,Negative,0.250590294,Helix Jump,GAME,17917,100000000+,Teen,4.553876892,4.37
247,NA,NA,4.31,Short,34,5,3.579803448,Positive,Positive,-0.129469754,0.785046172,Positive,Positive,0.198599336,BZWBK2 mobile,FINANCE,1376142,1000000+,Mature,3.555348061,4.68
248,38,Female,4.44,Short,50,4,4.404381896,Negative,Negative,0.442663665,0.5079104,Negative,Neutral,-0.269688459,Amex Mobile,FINANCE,64545,1000000+,Mature,3.931825633,4.51
249,NA,NA,4.28,Long,156,26,3.144583345,Positive,Positive,-0.871208838,0.43063999,Positive,Neutral,0.193751654,Fortune City A Finance App,FINANCE,399341,500000+,Mature,5.056245805,4.83
250,36,Male,4.56,Short,74,11,3.202578414,Negative,Negative,-0.261447696,0.378120245,Positive,Neutral,0.201011917,Equestria Girls,FAMILY,217088,10000000+,Teen,4.317488114,4.51
251,74,Male,4.41,Long,162,25,2.941909309,Negative,Negative,0.649720868,0.495439962,Negative,Negative,-0.171449914,Baseball Boy,GAME,13384,10000000+,Mature,5.093750201,4.55
252,NA,NA,4.15,Short,27,4,4.234777454,Negative,Negative,-0.319509138,0.136664621,Negative,Negative,-0.396100383,Hay Day,FAMILY,78,100000000+,Mature,3.33220451,4.52
253,NA,NA,4.45,Short,71,11,3.430259439,Negative,Neutral,0.190291436,0.368705195,Positive,Neutral,-0.1217364,Extreme Racing 2 Real driving RC cars game,FAMILY,218523,500000+,Teen,4.276666119,4.52
254,NA,NA,4.55,Short,57,8,3.511126948,Positive,Neutral,0.050407454,0.600582745,Positive,Positive,-0.299573774,Current debit card and app made for teens,FINANCE,1290062,50000+,Teen,4.060443011,4.62
