"age","checkingStatus","creditAmountDollar","creditHistory","duration","employment","existingCredits","foreignWorker","housing","installmentCommitment","job","lamount","lamountPred","numDependents","otherParties","otherPaymentPlans","ownTelephone","personalStatus","propertyMagnitude","purpose","residenceSince","riskStatus","savingsStatus"
36,">=200",1962.24,"delayed_previously",10.03,"1<=X<4",2,NA,"own",2,"skilled",7.58184195680334,7.3680457371193,1,"no",NA,"yes","female_div_dep_mar","real_estate","new_car",NA,"low","<100"
50,"no_checking",5759.99,"existing_paid",10.7,">=7",2,NA,"own",4,"skilled",8.65869101757732,7.2224856388012,1,"no","none","no","male_single","real_estate","furniture_equipment",NA,"low","<100"
48,"<0",849.34,"critical_other_existing_credit",7.06,"<1",2,NA,"rent",1,"unskilled_resident",6.7444595772867,7.23728940375476,2,"no","none","no","male_single","real_estate","new_car",NA,"high","<100"
33,"<0",1951.76,"critical_other_existing_credit",10.99,"1<=X<4",2,NA,"rent",4,"skilled",7.57648680859429,7.0690449234441,1,"guarantor","bank","no","male_mar_wid","real_estate","new_car",NA,"low","<100"
57,"0<=X<200",5720.73,"delayed_previously",8.37,">=7",2,"yes","subsidized",4,"skilled",8.65185169860842,7.64573950157817,1,"no","bank","yes","male_single","real_estate","new_car",NA,"low","<100"
24,"<0",1933.43,"existing_paid",9.8,"1<=X<4",1,NA,NA,4,"unskilled_resident",7.56705090661644,6.88920863696703,1,"no","none","no","male_single","real_estate","tv",NA,"low","<100"
43,"no_checking",2925.18,"critical_other_existing_credit",6.5,"4<=X<7",2,"yes","own",4,"skilled",7.98111129623408,7.62489128215225,2,"no","none","yes","male_single","real_estate","used_car",NA,"high","no_known_savings"
33,"no_checking",2912.99,"existing_paid",8.7,"4<=X<7",1,NA,"rent",1,"unskilled_resident",7.97693532406648,7.30807410021968,1,"no","bank","no","female_div_dep_mar","real_estate","furniture_equipment",NA,"high","no_known_savings"
36,"0<=X<200",5612.71,"critical_other_existing_credit",9.38,">=7",2,"yes","own",4,"skilled",8.6327889478316,7.09689011560588,1,"no","none","no","male_single","real_estate","new_car",NA,"high","no_known_savings"
29,"no_checking",833.34,"existing_paid",12.41,"<1",1,"yes","own",2,"skilled",6.72544172215618,7.13006333778627,1,"no","bank","no","female_div_dep_mar","real_estate","tv",NA,"high","<100"
25,"<0",1865.31,"existing_paid",6.24,"1<=X<4",1,"yes","own",3,"skilled",7.53118253810407,7.10449045712835,1,"no","none","no","male_single","real_estate","furniture_equipment",NA,"low","<100"
39,"<0",1853.08,"critical_other_existing_credit",11.42,"1<=X<4",2,"no","rent",3,"unskilled_resident",7.52460439858602,7.07847230412797,2,"no","none","no","male_single","real_estate","new_car",2,"low","<100"
41,">=200",1847.84,"existing_paid",10.26,"1<=X<4",1,NA,"own",2,"skilled",7.52177266836678,7.22409964856653,1,"no","none","yes","male_single","real_estate","furniture_equipment",NA,"low","<100"
49,"no_checking",2812.86,"critical_other_existing_credit",11.03,"4<=X<7",1,NA,"own",2,"unskilled_resident",7.94195703832137,7.1130278552276,2,"no","none","no","male_single","real_estate","education",NA,"low","<100"
24,"0<=X<200",2738.98,"existing_paid",13.83,"4<=X<7",1,NA,"own",2,"skilled",7.91534086730141,7.37913268830331,1,"no","none","yes","male_single","real_estate","furniture_equipment",NA,"high","no_known_savings"
37,"no_checking",1765.76,"critical_other_existing_credit",14.54,"1<=X<4",1,"yes","own",4,"skilled",7.47633647158887,7.40722631953006,1,"no","none","yes","female_div_dep_mar","real_estate","new_car",NA,"low","<100"
40,"<0",5110.52,"existing_paid",6.31,">=7",1,NA,"own",4,"high_qualif_self_emp_mgmt",8.53905643927287,7.29719676128881,1,"no","none","yes","male_single","real_estate","education",NA,"high","no_known_savings"
20,"0<=X<200",5085.85,"existing_paid",9.36,">=7",1,"yes","own",4,"skilled",8.53421745282202,7.22745321848404,1,"no","none","yes","female_div_dep_mar","real_estate","tv",NA,"low","<100"
31,"no_checking",2663.56,"existing_paid",10.75,"4<=X<7",2,"yes","rent",4,"high_qualif_self_emp_mgmt",7.88741885285385,7.10478543122007,2,"no","none","yes","male_single","real_estate","tv",NA,"low","<100"
23,">=200",5071.04,"existing_paid",6.2,">=7",1,NA,"own",3,"high_qualif_self_emp_mgmt",8.53130120375444,7.19644011374415,1,"no","none","no","female_div_dep_mar","real_estate","new_car",NA,"low","<100"
61,"0<=X<200",5051.29,"no_credits_all_paid",5.2,">=7",1,"yes","subsidized",4,"high_qualif_self_emp_mgmt",8.5273989351933,7.56273641730721,1,"no","none","yes","male_single","real_estate","business",NA,"low","<100"
23,"no_checking",779.73,"existing_paid",11.24,"<1",1,NA,"own",4,"skilled",6.65894770591241,6.93741145940302,1,"no","none","no","female_div_dep_mar","real_estate","repairs",NA,"high","<100"
43,"no_checking",5006.85,"critical_other_existing_credit",14.92,">=7",3,"yes","own",4,"skilled",8.51856225382248,7.15734818860829,1,"no","none","yes","male_single","real_estate","furniture_equipment",NA,"low","<100"
26,"no_checking",5004.38,"critical_other_existing_credit",11.08,">=7",2,NA,"own",2,"skilled",8.51806880795216,7.21557074724516,1,"no","none","no","male_single","real_estate","tv",NA,"low","<100"
36,"0<=X<200",772.49,"existing_paid",14.45,"<1",1,NA,"own",3,"skilled",6.64961906370429,7.24955077954987,1,"no","bank","yes","male_mar_wid","real_estate","business",NA,"high",">=1000"
29,"<0",1653.1,"existing_paid",16.25,"1<=X<4",1,NA,"own",4,"skilled",7.41040759205897,6.9340109022831,1,"guarantor","none","yes","female_div_dep_mar","real_estate","new_car",NA,"low","<100"
23,"<0",1611.19,"existing_paid",11.11,"1<=X<4",1,NA,"subsidized",4,"skilled",7.38472831539092,7.83185558329441,1,"no","none","yes","male_single","real_estate","tv",NA,"low","<100"
34,"<0",755.18,"existing_paid",10.21,"<1",1,NA,"own",4,"skilled",6.62695613142976,7.75004698519267,1,"no","none","yes","female_div_dep_mar","real_estate","new_car",NA,"high","<100"
34,"0<=X<200",2520.54,"all_paid",13.57,"4<=X<7",1,"yes","subsidized",4,"unskilled_resident",7.83222844326385,7.19433301460238,1,"no","bank","no","female_div_dep_mar","real_estate","education",NA,"low","<100"
30,"no_checking",1589.36,"existing_paid",3.1,"1<=X<4",1,NA,"own",2,"high_qualif_self_emp_mgmt",7.37108669845981,7.35391809767164,1,"no","none","yes","male_mar_wid","real_estate","new_car",NA,"low","<100"
22,"no_checking",2487.39,"delayed_previously",4.53,"4<=X<7",1,NA,"own",4,"skilled",7.81898924694944,7.28192896551185,1,"no","none","no","female_div_dep_mar","real_estate","furniture_equipment",NA,"low","<100"
24,"no_checking",1571.89,"critical_other_existing_credit",6.09,"1<=X<4",2,NA,"own",4,"skilled",7.36003399598611,7.08256177032991,1,"no","none","no","male_single","real_estate","tv",NA,"low","<100"
24,"no_checking",1543.95,"existing_paid",5.47,"1<=X<4",1,NA,"rent",3,"unskilled_resident",7.34209934664068,7.07329346582438,1,"no","none","no","male_single","real_estate","furniture_equipment",NA,"low","<100"
24,"<0",731.59,"existing_paid",4.76,"<1",1,NA,"own",4,"unskilled_resident",6.59522024775189,7.1794728480164,1,"co_applicant","none","no","male_single","real_estate","furniture_equipment",NA,"high","<100"
35,"<0",4375.1,"existing_paid",1.29,">=7",1,"yes","own",3,"skilled",8.38368465567335,7.0316863523905,1,"no","none","no","male_mar_wid","real_estate","tv",NA,"low","500<=X<1000"
29,"<0",709.27,"delayed_previously",3.14,"<1",1,NA,"rent",4,"unskilled_resident",6.56423627209293,7.27039485056647,1,"no","none","yes","female_div_dep_mar","real_estate","tv",NA,"high","<100"
40,"<0",1438.28,"all_paid",13.56,"1<=X<4",2,NA,"own",4,"unskilled_resident",7.27120323420829,7.17984274214649,2,"no","none","no","male_single","real_estate","new_car",NA,"high","no_known_savings"
24,"no_checking",1369.29,"existing_paid",11.84,"1<=X<4",1,"yes","rent",3,"unskilled_resident",7.22204763630999,7.22765035865466,1,"no","none","no","female_div_dep_mar","real_estate","business",NA,"low","100<=X<500"
55,"no_checking",4063.85,"delayed_previously",4.81,">=7",2,"yes","subsidized",4,"skilled",8.30988607912833,6.99547881965809,2,"no","none","no","male_single","real_estate","repairs",NA,"low",">=1000"
42,"no_checking",2181.29,"critical_other_existing_credit",16.64,"4<=X<7",3,NA,"own",2,"unskilled_resident",7.68767172389148,7.0608197971656,2,"no","none","no","male_single","real_estate",NA,NA,"low","<100"
31,"no_checking",1337.85,"critical_other_existing_credit",5.56,"1<=X<4",1,NA,"own",4,"skilled",7.19881912678033,7.01407942086739,1,"no","none","no","female_div_dep_mar","real_estate","education",NA,"low","100<=X<500"
22,"0<=X<200",1322.13,"existing_paid",NA,"1<=X<4",1,NA,"own",4,"skilled",7.18699935143174,6.86695449932666,1,"guarantor","none","no","male_single","real_estate","repairs",NA,"low","100<=X<500"
23,"<0",1308.16,"existing_paid",12.43,"1<=X<4",1,NA,"own",4,"skilled",7.17637684869518,6.86701623804216,1,"no","bank",NA,"female_div_dep_mar","real_estate","tv",NA,"low","<100"
29,">=200",666.11,"existing_paid",1.88,"<1",1,NA,"own",1,"unskilled_resident",6.50145482206729,7.18851044936342,2,"no","none","no","male_single","real_estate","new_car",NA,"high","no_known_savings"
34,"no_checking",665.84,"existing_paid",5.06,"<1",1,NA,"own",4,NA,6.50104940143784,7.02888548319538,2,"no","none","no","female_div_dep_mar","real_estate","tv",NA,"high","<100"
66,">=200",225.4,"critical_other_existing_credit",2.19,"unemployed",3,NA,"subsidized",2,"unemp_unskilled_non_res",5.41787660160568,6.81247488864862,1,"no","bank","no","male_single","real_estate","new_car",NA,"high","500<=X<1000"
33,"no_checking",1290.7,"delayed_previously",8.38,"1<=X<4",2,NA,"own",4,"skilled",7.16293998584114,6.92664678356048,1,"no","bank","no","male_mar_wid","real_estate","tv",NA,"low","<100"
33,">=200",660.75,"existing_paid",8.16,"<1",1,NA,"own",4,"high_qualif_self_emp_mgmt",6.4933755534844,7.2186920750214,1,"no","bank","yes","female_div_dep_mar","real_estate","furniture_equipment",NA,"high","<100"
31,"0<=X<200",3799.03,"delayed_previously",2.68,">=7",2,NA,"own",1,"skilled",8.2425010499714,7.30818448350425,2,"no","bank","no","male_div_sep","real_estate","business",NA,"low","100<=X<500"
49,">=200",2064.28,"all_paid",5.74,"4<=X<7",1,NA,"own",4,"unskilled_resident",7.63253677631534,7.04526847480959,1,"no","bank","no","male_single","real_estate","tv",NA,"high","no_known_savings"
27,"<0",646.68,"existing_paid",NA,"<1",1,"yes","subsidized",3,"high_qualif_self_emp_mgmt",6.47185158173341,7.19981676471734,1,"no","none","yes","male_single","real_estate","new_car",NA,"high","<100"
31,"0<=X<200",1231.31,"no_credits_all_paid",7.86,"1<=X<4",1,"yes","own",2,"unskilled_resident",7.11583392226345,7.08491014176458,1,"no","none","yes","male_single","real_estate","retraining",NA,"low","<100"
28,"<0",1225.2,"existing_paid",7.62,"1<=X<4",1,"yes","rent",2,"skilled",7.11085937495862,7.2659187248951,1,"no","none","no","female_div_dep_mar","real_estate","new_car",NA,"low","<100"
31,"no_checking",1216.47,"existing_paid",8.18,"1<=X<4",1,NA,"own",2,"skilled",7.10370850100704,7.40476650457424,1,"guarantor","none","yes","male_single","real_estate","new_car",NA,"low","<100"
26,"no_checking",1212.1,"existing_paid",10.67,"1<=X<4",1,NA,"rent",4,"skilled",7.10010967147647,6.89690385666724,1,"no","none","no","female_div_dep_mar","real_estate","furniture_equipment",NA,"low","<100"
35,"<0",1205.99,"existing_paid",11.15,"1<=X<4",1,"yes","own",4,"skilled",7.09505608537879,7.20459192472211,1,"no","none","no","female_div_dep_mar","real_estate","new_car",NA,"high","no_known_savings"
47,">=200",3618.64,"existing_paid",7.98,">=7",1,NA,"subsidized",4,"skilled",8.19385354362269,7.18243746124445,1,"no","none","yes","female_div_dep_mar","real_estate","tv",NA,"low","100<=X<500"
36,"<0",1977.15,"existing_paid",15.59,"4<=X<7",1,NA,"own",2,"skilled",7.58941169282658,7.23657644599717,1,"no","none","no","male_div_sep","real_estate","new_car",NA,"low","<100"
22,"<0",631.29,"existing_paid",5.31,"<1",1,NA,"rent",3,"skilled",6.44776534491864,6.96085701710895,1,"no","none","no","female_div_dep_mar","real_estate","tv",NA,"high","<100"
NA,"<0",3570.97,"all_paid",10.64,">=7",1,NA,"own",4,"high_qualif_self_emp_mgmt",8.18059254655104,7.46478753297449,1,"no","stores","yes","male_single","real_estate","other",NA,"high","no_known_savings"
25,"0<=X<200",628.24,"existing_paid",7.08,"<1",1,NA,"own",3,"unskilled_resident",6.44292225906662,7.35405946227104,1,"no","none",NA,"female_div_dep_mar","real_estate","new_car",NA,"high","<100"
27,">=200",1947.13,"critical_other_existing_credit",4.17,"4<=X<7",2,NA,"own",4,"skilled",7.57411177253203,7.05832869964883,1,"no","none","yes","male_single","real_estate","tv",NA,"high","no_known_savings"
42,"no_checking",3540.85,"existing_paid",7.94,">=7",1,NA,"subsidized",2,"skilled",8.17212209029966,7.29081617424248,2,"no","bank","yes","male_single","real_estate","tv",NA,"low","100<=X<500"
37,">=200",1943.52,"critical_other_existing_credit",4.74,"4<=X<7",2,NA,"own",4,"unskilled_resident",7.57225604095196,7.20503836586377,2,"no","bank","no","male_single","real_estate","new_car",2,"high","no_known_savings"
54,"0<=X<200",3470.51,"existing_paid",12.35,">=7",1,NA,"own",4,"skilled",8.15205683620468,7.098104089697,1,"no","none","yes","male_single","real_estate","new_car",NA,"low",">=1000"
47,"no_checking",1149.23,"critical_other_existing_credit",4.2,"1<=X<4",2,NA,"own",2,"unskilled_resident",7.046847431881,7.15580846551279,1,"no","none","no","male_mar_wid","real_estate","tv",NA,"low","500<=X<1000"
32,"0<=X<200",3427.77,"existing_paid",10.88,">=7",1,"yes","own",4,"unskilled_resident",8.13966518295098,7.16775559235737,1,"guarantor","none","no","male_mar_wid","real_estate","tv",NA,"low","<100"
27,"0<=X<200",611.41,"critical_other_existing_credit",8.28,"<1",2,"yes","own",4,"skilled",6.41576776522746,7.24639476527137,1,"no","none","no","female_div_dep_mar","real_estate","furniture_equipment",NA,"high","<100"
25,"0<=X<200",611.41,"existing_paid",7.67,"<1",1,"yes","rent",3,"skilled",6.41576776522746,7.09174461894325,1,"no","none","no","female_div_dep_mar","real_estate","new_car",NA,"high","<100"
35,"no_checking",1127.39,"critical_other_existing_credit",8.16,"1<=X<4",2,"yes","own",4,"skilled",7.02766050564184,6.92855586725095,1,"no","none","no","female_div_dep_mar","real_estate","tv",NA,"low","<100"
25,"no_checking",1869.85,"existing_paid",4.93,"4<=X<7",1,"yes","rent",4,"skilled",7.53361349272758,7.26113760495499,1,"no","none","no","female_div_dep_mar","real_estate","new_car",NA,"high","no_known_savings"
36,"no_checking",1844.35,"existing_paid",4.81,"4<=X<7",2,"yes","own",4,"skilled",7.51988219087813,6.91979080774536,1,"no","none","yes","male_single","real_estate","domestic_appliance",NA,"low","500<=X<1000"
33,"0<=X<200",1087.22,"critical_other_existing_credit",6.76,"1<=X<4",1,NA,"own",4,"skilled",6.99137925854706,7.04168497024394,1,"no","none","no","male_mar_wid","real_estate","tv",NA,"low","<100"
23,"no_checking",594.56,"existing_paid",6.23,"<1",1,NA,"rent",1,"skilled",6.38782163618542,7.05541148113783,1,"no","none","yes","female_div_dep_mar","real_estate","domestic_appliance",NA,"high","<100"
24,"<0",1072.38,"existing_paid",9.71,"1<=X<4",1,NA,"own",4,"unskilled_resident",6.97763575643034,6.89286706292743,1,"no","none","no","female_div_dep_mar","real_estate","new_car",NA,"low","<100"
37,">=200",1069.76,"existing_paid",6.53,"1<=X<4",1,"yes","own",2,"skilled",6.97518960323173,7.06749446173229,1,"no","none","yes","male_single","real_estate","domestic_appliance",NA,"low","<100"
46,"0<=X<200",3231.35,"existing_paid",10.7,">=7",2,"yes","rent",1,"skilled",8.0806552855535,7.16825589334287,1,"no","none","no","male_div_sep","real_estate","new_car",NA,"low","<100"
43,"<0",3180.89,"existing_paid",2.61,">=7",1,NA,"own",3,"skilled",8.06491631083058,7.04221452266072,1,"no","none","yes","male_single","real_estate","new_car",NA,"low","100<=X<500"
67,"0<=X<200",1047.05,"existing_paid",NA,NA,2,NA,"own",4,"high_qualif_self_emp_mgmt",6.95373196522216,6.99048730632145,1,"no","none","yes","female_div_dep_mar","real_estate","education",NA,NA,"<100"
39,"0<=X<200",3143.03,"existing_paid",10.88,">=7",1,"yes","own",2,"skilled",8.0529425817727,7.39244733165449,2,"no","none","no","female_div_dep_mar","real_estate","business",NA,"low","<100"
29,"no_checking",1020.86,"critical_other_existing_credit",2.97,"1<=X<4",2,"yes","own",4,"skilled",6.92840068829267,7.15670676700982,1,"no","none","yes","male_single","real_estate","tv",NA,"high","no_known_savings"
33,"<0",194.17,"existing_paid",1.09,"unemployed",1,NA,"own",4,"skilled",5.26873406400636,6.81247488864862,1,"no","none","no","female_div_dep_mar","real_estate","furniture_equipment",NA,"high","<100"
21,"no_checking",983.3,"existing_paid",NA,NA,1,NA,"rent",4,"skilled",6.89091426178611,7.07229259801308,1,"no","none","yes","female_div_dep_mar","real_estate","tv",2,"high","no_known_savings"
49,">=200",2986.28,"existing_paid",NA,">=7",1,NA,"own",2,"skilled",8.00178374463393,7.00860659546156,1,"no","none","no","male_div_sep","real_estate","tv",NA,"low","100<=X<500"
27,"0<=X<200",2874.8,"existing_paid",4.57,">=7",2,NA,"own",4,"unskilled_resident",7.96373838559429,6.93172518512808,1,"no","none","no","male_single","real_estate","tv",NA,"low","<100"
32,"no_checking",548.64,"existing_paid",6.86,"<1",1,NA,"own",1,"skilled",6.30744248871461,7.25716870863617,1,"no","none","no","female_div_dep_mar","real_estate","furniture_equipment",NA,"high","<100"
26,"no_checking",939.64,"existing_paid",13.36,"1<=X<4",1,"no","own",2,"skilled",6.84549682318556,7.18405837864436,1,"no","none","yes","male_mar_wid","real_estate","business",2,"low","<100"
21,"<0",538.89,"critical_other_existing_credit",2.37,"<1",1,"yes","rent",4,"skilled",6.28951146844885,7.19417903678264,1,"no","none","no","female_div_dep_mar","real_estate","furniture_equipment",NA,"high","<100"
39,"0<=X<200",1566.37,"existing_paid",9.46,"4<=X<7",1,NA,"own",3,"unskilled_resident",7.35651611939672,7.06691722122136,1,"no","none","no","male_single","real_estate","business",NA,"low","100<=X<500"
23,"no_checking",1514.68,"critical_other_existing_credit",8.7,"4<=X<7",2,"yes","own",4,"skilled",7.32295947451103,6.86073281358523,1,"no","none","no","female_div_dep_mar","real_estate","repairs",NA,"high","no_known_savings"
